# header_lines : 144
#
# ------------------------------------------------------------->>>>
# DATA SET NAME
#
# dataset_name: co2_spf_surface-pfp_1_ccgg_event
#
# ------------------------------------------------------------->>>>
# DESCRIPTION
#
# dataset_description: Atmospheric Carbon Dioxide Dry Air Mole Fractions from  NOAA GML Tall Tower and other Continental Sites   2005-Present
#
# ------------------------------------------------------------->>>>
# CITATION
#
# dataset_citation: Andrews, A., Crotwell, A., Crotwell, M., Handley, P., Higgs, J., Kofler, J., Lan, X., Legard, T., Madronich, M., McKain, K., Miller, J., Moglia, E., Mund, J., Neff, D., Newberger, T., Petron, G., Turnbull, J., Vimont, I., Wolter, S., & NOAA Global Monitoring Laboratory. (2023). NOAA Global Greenhouse Gas Reference Network Flask-Air PFP Sample Measurements of CO2 at Tall Tower and other Continental Sites, 2005-Present [Data set]. NOAA GML.  https://doi.org/10.15138/gr3w-qm07 Version: 2023-08-23.
#
# ------------------------------------------------------------->>>>
# FAIR USE POLICY
#
# dataset_fair_use: These data are made freely available to the public and the scientific community in the belief that their wide dissemination will lead to greater understanding and new scientific insights. To ensure that GML receives fair credit for their work please include relevant citation text in publications. We encourage users to contact the data providers, who can provide detailed information about the measurements and scientific insight.  In cases where the data are central to a publication, coauthorship for data providers may be appropriate. 
#
# ------------------------------------------------------------->>>>
# WARNING
#
# dataset_warning: Every effort is made to produce the most accurate and precise measurements possible.  However, we reserve the right to make corrections to the data based on recalibration of standard gases or for other reasons deemed scientifically justified.  We are not responsible for results and conclusions based on use of these data without regard to this warning.
#
# ------------------------------------------------------------->>>>
# GLOBAL ATTRIBUTES
#
# site_code : SPF
# site_name : Antarctic Firn Air
# site_country : United States
# site_country_flag : https://gml.noaa.gov/webdata/ccgg/ObsPack/images/flags/UNST0001.GIF
# site_latitude : -73.8658
# site_longitude : 163.687
# site_elevation : 1623.0
# site_elevation_unit : masl
# site_position_comment : This is the nominal location of the site. The sampling location at many sites has changed over time, and we report here the most recent nominal location. The actual sampling location for each observation is not necessarily the site location. The sampling locations for each observation are reported in the latitude, longitude, and altitude variables.
# site_utc2lst : 12.0
# site_utc2lst_comment : Add 'site_utc2lst' hours to convert a time stamp in UTC (Coordinated Universal Time) to LST (Local Standard Time).
# dataset_creation_date : 2023-08-23T12:43:40.384141
# dataset_num : 24
# dataset_name : co2_spf_surface-pfp_1_ccgg_event
# dataset_parameter : co2
# dataset_parameter_name : Carbon Dioxide
# dataset_parameter_industrial_name : Carbon Dioxide
# dataset_project : surface-pfp
# dataset_platform : fixed
# dataset_selection : event
# dataset_selection_tag : event
# dataset_comment : Firn air sampling in Antarctica; i.e. not ambient air.
# dataset_calibration_scale : CO2_X2019
# dataset_start_date : 2013-12-04T09:10:00Z
# dataset_stop_date : 2014-01-09T08:58:44Z
# dataset_usage_description : Please cite the product's citation when using data from this dataset. Relevant literature references for this dataset are listed below for convenience.
# dataset_provider_license : These data were produced by NOAA and are not subject to copyright protection in the United States. NOAA waives any potential copyright and related rights in these data worldwide through the Creative Commons Zero 1.0 Universal Public Domain Dedication (CC0-1.0).
# dataset_reference_total_listed : 1
# dataset_reference_1_name : Conway, T.J., P.P. Tans, L.S. Waterman, K.W. Thoning, D.R. Kitzis, K.A. Masarie, and N. Zhang, Evidence for interannual variability of the carbon cycle from the NOAA/GMD global air sampling network, J. Geophys. Res.,99,22831 22855, 1994.
# dataset_contribution : These data are provided by NOAA. Principal investigators include Xin Lan (NOAA).
# lab_total_listed : 1
# lab_1_number : 1
# lab_1_abbr : NOAA
# lab_1_name : NOAA Global Monitoring Laboratory
# lab_1_address1 : 325 Broadway
# lab_1_address2 : NOAA R/GML-1
# lab_1_address3 : Boulder, CO 80305-3328
# lab_1_country : United States
# lab_1_url : https://gml.noaa.gov/ccgg/
# lab_1_parameter : Lab has contributed measurements for: co2
# lab_1_country_flag : https://gml.noaa.gov/webdata/ccgg/ObsPack/images/flags/UNST0001.GIF
# lab_1_logo : https://gml.noaa.gov/webdata/ccgg/ObsPack/images/logos/noaa_medium.png
# lab_1_ongoing_atmospheric_air_comparison : T
# provider_total_listed : 1
# provider_1_name : Xin Lan
# provider_1_address1 : NOAA GML
# provider_1_address2 : 325 Broadway R/GML-1
# provider_1_address3 : Boulder, CO 80305-3328
# provider_1_country : United States
# provider_1_affiliation : National Oceanic and Atmospheric Administration
# provider_1_email : Xin.Lan@noaa.gov
# provider_1_parameter : Provider has contributed measurements for: co2
# ------------------------------------------------------------->>>>
# VARIABLE ATTRIBUTES
#
# site_code:long_name : site_name_abbreviation.
# site_code:comment : Site code is an abbreviation for the sampling site name.
# time_components:_FillValue : -9
# time_components:long_name : integer_components_of_UTC_date/time
# time_components:order : year, month, day, hour, minute, second
# time_components:comment : Calendar time components as integers. Times and dates are UTC. Time-averaged values are reported at the start of the averaging interval.
# datetime:long_name : air_sample_date_and_time_in_UTC
# datetime:comment : Air sample date and time in UTC ISO 8601 format. Time-averaged values are reported at the start of the averaging interval.
# time_decimal:_FillValue : -999.999
# time_decimal:long_name : sample_decimal_year_in_UTC
# time_decimal:comment : decimal year in UTC. Time-averaged values are reported at the start of the averaging interval.
# air_sample_container_id:long_name : Air_Sample_Container_ID
# air_sample_container_id:comment : ID of air sample container. See provider_comment if available.
# value:_FillValue : -999.999
# value:long_name : measured_mole_fraction_of_trace_gas_in_dry_air
# value:units : micromol mol-1
# value:comment : Mole fraction reported in units of micromol mol-1 (10-6 mol per mol of dry air); abbreviated as ppm (parts per million).
# value:scale_comment : CO2_X2019
# latitude:_FillValue : -999.999
# latitude:standard_name : latitude
# latitude:long_name : sample_latitude_in_decimal_degrees
# latitude:units : degrees_north
# latitude:comment : Latitude at which air sample was collected.
# longitude:_FillValue : -999.999
# longitude:standard_name : longitude
# longitude:long_name : sample_longitude_in_decimal_degrees
# longitude:units : degrees_east
# longitude:comment : Longitude at which air sample was collected using a range of -180 degrees to +180 degrees.
# altitude:_FillValue : -999.999
# altitude:standard_name : altitude
# altitude:long_name : sample_altitude_in_meters_above_sea_level
# altitude:units : m
# altitude:comment : Altitude (in meters above sea level). See provider_comment if available.
# altitude:provider_comment : Altitude for this dataset is the sum of surface elevation (masl) and sample intake height (magl).
# elevation:_FillValue : -999.999
# elevation:standard_name : elevation
# elevation:long_name : surface_elevation_in_meters_above_sea_level
# elevation:units : m
# elevation:comment : Surface elevation in meters above sea level. See provider_comment if available.
# intake_height:_FillValue : -999.999
# intake_height:long_name : sample_intake_height_in_meters_above_ground_level
# intake_height:units : m
# intake_height:comment : Sample intake height in meters above ground level (magl). See provider_comment if available.
# method:long_name : air_sample_collection_method
# method:comment : Air sample collection method. See provider_comment if available.
# method:provider_comment : A single-character code is used to identify the sample collection method. The codes are: A - The automated or manual filling of a whole air sample using the Programmable Flask Package (PFP) and Programmable Compressor Package (PCP)air sampling devices. The air sample is contained in a 0.7 liter borosilicate glass container (flask) fitted with two Glass Expansion high vacuum glass piston valves sealed with PTFE O-rings. The flasks are typically flushed with 10 liters (aircraft samples) or 75 liters (tower samples) of ambient air and then pressurized to 40 psia. Air is delivered through an intake tube using two diaphragm pumps connected in series and controlled with a microprocessor. The flow rate is approximately 15 L/min at sea level. See Sweeney et al. 2015 and Andrews et al. 2014 for more details. C - Air samples are collected as with method 'A', but the sample air is dried before sample collection. Flasks are not pre-filled with ambient air before flushing and collecting the air sample. I - Air is sampled from a 15L spherical stainless steel mixing volume after being filled with ambient air that was pulled through an M&C Techgroup Model ECP 20-2 gas chiller using an integrating compressor and mass flow controller. The two stainless steel dryer traps are plumbed in series, held at approximately 5 degrees C and the condensed water is removed with a peristaltic pump. Prior to sample collection, an additional glass conditioning step known as "prefilling" occurs where the glass containers are flushed and filled with ambient air and then vented and flushed immediately before air sample collection. This is a glass conditioning step that addresses glass wall effects of the gases of interest. After 'prefilling', the integration starts with a high flow rate of 3.8 SLM and decreases over time to 0.29 SLM over 1 hour. The resulting one hour time averaged ambient air sample is compressed into a 0.75 liter borosilicate glass container (flask) fitted with 2 Glass Expansion high vacuum glass valves and PTFE O-rings. The flask is typically filled to 40 psia. (See Turnbull, J.C., Guenther, D., Karion, A., Sweeney, C., Anderson, E., Andrews, A.E., Kofler, J., Miles, N.L., Newberger, T., Richardson, S.J., Tans, P.P., 2012. An integrated flask sample collection system for greenhouse gas measurements. Atmos. Meas. Tech. 5, 2321-2327.) B - Air samples are collected as with method 'R', but with an additional drying step using one of several techniques. In one method, e.g. site=ACT, air samples were dried with a two-stage chiller cooled to 5 degrees C; those taken below 3000 m MSL were also pressurized to 40 psia to further facilitate air sample drying (Baier et al. 2019). At tower sampling sites, M&C chillers with temperatures set to approximately 3 degrees C and sub-ambient pressure due to high flow are used (Andrew et al. 2014). At CRV tower, a two-stage chiller set to -26 degrees C is used. R - Air samples are collected as with method 'A', but with an additional glass conditioning step known as "prefilling". During prefilling, the glass containers are flushed and filled with ambient air and then vented and flushed immediately before air sample collection. This is a glass conditioning step that addresses glass wall effects of the gasses of interest (Andrews et al. 2014). X - Testing method for pfp drying experiments. CP-> chiller pressurized
# event_number:long_name : Unique_Air_Sample_Event_Number
# event_number:comment : Identifies each discrete air sample collected at some time and location with a unique sample event number.  The event number (reported as a string) can be used to relate measurements of different trace gases and isotopes from the same sample.
# instrument:long_name : instrument_ID_to_detect_atmospheric_parameter
# instrument:comment : Instrument ID used to detect atmospheric parameter. See provider_comment if available.
# analysis_datetime:long_name : air_sample_measurement_date_and_time_in_LT
# analysis_datetime:comment : Air sample measurement date and time in LT. See provider_comment if available.
# qcflag:long_name : quality_control_flag
# qcflag:comment : This quality control flag is provided by the contributing PIs. See provider_comment if available.
# qcflag:provider_comment : This is the NOAA 3-character quality control flag.  Column 1 is the REJECTION flag. An alphanumeric other than a period (.) in the FIRST column indicates a sample with obvious problems during collection or analysis. This measurement should not be interpreted. Column 2 is the SELECTION flag. An alphanumeric other than a period (.) in the SECOND column indicates a sample that is likely valid but does not meet selection criteria determined by the goals of a particular investigation. For example, it might not have been obtained during 'background' conditions.  Column 3 is the INFORMATION flag. An alphanumeric other than a period (.) in the THIRD column provides additional information about the collection or analysis of the sample. A P in the 3rd column of the QC flag indicates the measurement result is preliminary and has not yet been carefully examined by the PI.  The P flag is removed once the quality of the measurement has been determined.
#
# VARIABLE ORDER
#
site_code year month day hour minute second datetime time_decimal air_sample_container_id value latitude longitude altitude elevation intake_height method event_number instrument analysis_datetime qcflag
SPF 2013 12 4 9 10 0 2013-12-04T09:10:00Z 2013.9243340943683 3928-01 394.41 -75.1017 123.395 0.45 3233.0 -3232.55 A 362420 L8 2014-01-08T05:03:00 ...
SPF 2013 12 4 9 11 0 2013-12-04T09:11:00Z 2013.924335996956 3928-02 394.47 -75.1017 123.395 0.1 3233.0 -3232.9 A 362421 L8 2014-01-08T05:19:00 ...
SPF 2013 12 4 9 21 0 2013-12-04T09:21:00Z 2013.9243550228312 3928-03 394.52 -75.1017 123.395 -0.1 3233.0 -3233.1 A 362422 L8 2014-01-08T05:35:00 ...
SPF 2013 12 4 9 31 0 2013-12-04T09:31:00Z 2013.9243740487063 3928-04 394.53 -75.1017 123.395 -0.3 3233.0 -3233.3 A 362423 L8 2014-01-08T05:51:00 ...
SPF 2013 12 4 9 41 0 2013-12-04T09:41:00Z 2013.9243930745815 3928-05 394.6 -75.1017 123.395 -0.5 3233.0 -3233.5 A 362424 L8 2014-01-08T06:07:00 ...
SPF 2013 12 4 9 51 0 2013-12-04T09:51:00Z 2013.9244121004567 3928-06 496.3 -75.1017 123.395 -0.7 3233.0 -3233.7 A 362425 L8 2014-01-08T06:23:00 C..
SPF 2013 12 5 6 8 50 2013-12-05T06:08:50Z 2013.926729134957 3928-07 394.05 -75.1017 123.395 0.45 3233.0 -3232.55 A 362426 L8 2014-01-08T06:39:00 ...
SPF 2013 12 5 6 18 50 2013-12-05T06:18:50Z 2013.9267481608322 3928-08 393.96 -75.1017 123.395 0.1 3233.0 -3232.9 A 362427 L8 2014-01-08T06:55:00 ...
SPF 2013 12 5 6 28 51 2013-12-05T06:28:51Z 2013.9267672184171 3928-09 394.35 -75.1017 123.395 -0.1 3233.0 -3233.1 A 362428 L8 2014-01-08T07:11:00 ...
SPF 2013 12 5 6 38 54 2013-12-05T06:38:54Z 2013.9267863394216 3928-10 394.37 -75.1017 123.395 -0.3 3233.0 -3233.3 A 362429 L8 2014-01-08T07:27:00 ...
SPF 2013 12 5 6 48 52 2013-12-05T06:48:52Z 2013.9268053018773 3928-11 394.42 -75.1017 123.395 -0.5 3233.0 -3233.5 A 362430 L8 2014-01-08T07:43:00 ...
SPF 2013 12 5 6 58 53 2013-12-05T06:58:53Z 2013.9268243594622 3928-12 394.44 -75.1017 123.395 -0.7 3233.0 -3233.7 A 362431 L8 2014-01-08T07:59:00 ...
SPF 2013 12 8 7 9 0 2013-12-08T07:09:00Z 2013.935062785388 3923-01 394.37 -75.1017 123.395 0.45 3233.0 -3232.55 A 362408 L8 2014-01-08T01:50:00 ...
SPF 2013 12 8 7 19 0 2013-12-08T07:19:00Z 2013.9350818112632 3923-02 394.56 -75.1017 123.395 0.1 3233.0 -3232.9 A 362409 L8 2014-01-08T02:06:00 ...
SPF 2013 12 8 7 29 0 2013-12-08T07:29:00Z 2013.9351008371384 3923-03 394.59 -75.1017 123.395 -0.1 3233.0 -3233.1 A 362410 L8 2014-01-08T02:22:00 ...
SPF 2013 12 8 7 39 0 2013-12-08T07:39:00Z 2013.9351198630136 3923-04 394.65 -75.1017 123.395 -0.3 3233.0 -3233.3 A 362411 L8 2014-01-08T02:38:00 ...
SPF 2013 12 8 7 49 0 2013-12-08T07:49:00Z 2013.9351388888888 3923-05 394.81 -75.1017 123.395 -0.5 3233.0 -3233.5 A 362412 L8 2014-01-08T02:54:00 ...
SPF 2013 12 8 7 59 0 2013-12-08T07:59:00Z 2013.935157914764 3923-06 394.6 -75.1017 123.395 0.0 3233.0 -3233.0 A 362413 L8 2014-01-08T03:10:00 ...
SPF 2013 12 8 10 8 59 2013-12-08T10:08:59Z 2013.9354052194317 3923-07 394.48 -75.1017 123.395 0.45 3233.0 -3232.55 A 362414 L8 2014-01-08T03:26:00 ...
SPF 2013 12 8 10 18 54 2013-12-08T10:18:54Z 2013.935424086758 3923-08 394.19 -75.1017 123.395 0.1 3233.0 -3232.9 A 362415 L8 2014-01-08T03:42:00 ...
SPF 2013 12 8 10 28 51 2013-12-08T10:28:51Z 2013.9354430175038 3923-09 394.57 -75.1017 123.395 -0.1 3233.0 -3233.1 A 362416 L8 2014-01-08T03:58:00 ...
SPF 2013 12 8 10 38 53 2013-12-08T10:38:53Z 2013.9354621067985 3923-10 394.56 -75.1017 123.395 -0.3 3233.0 -3233.3 A 362417 L8 2014-01-08T04:14:00 ...
SPF 2013 12 8 10 48 48 2013-12-08T10:48:48Z 2013.9354809741249 3923-11 394.44 -75.1017 123.395 -0.5 3233.0 -3233.5 A 362418 L8 2014-01-08T04:30:00 ...
SPF 2013 12 8 10 58 52 2013-12-08T10:58:52Z 2013.935500126839 3923-12 394.46 -75.1017 123.395 -0.7 3233.0 -3233.7 A 362419 L8 2014-01-08T04:46:00 ...
SPF 2013 12 18 7 18 48 2013-12-18T07:18:48Z 2013.96247869102 3916-02 394.13 -75.1017 123.395 0.1 3233.0 -3232.9 A 364282 L10 2014-02-14T01:00:00 ...
SPF 2013 12 18 7 28 51 2013-12-18T07:28:51Z 2013.9624978120244 3916-03 394.22 -75.1017 123.395 -0.1 3233.0 -3233.1 A 364283 L10 2014-02-14T01:17:00 ...
SPF 2013 12 18 7 38 55 2013-12-18T07:38:55Z 2013.9625169647388 3916-04 394.38 -75.1017 123.395 -0.3 3233.0 -3233.3 A 364284 L10 2014-02-14T01:33:00 ...
SPF 2013 12 18 7 48 55 2013-12-18T07:48:55Z 2013.962535990614 3916-05 394.39 -75.1017 123.395 -0.5 3233.0 -3233.5 A 364285 L10 2014-02-14T01:49:00 ...
SPF 2013 12 18 7 58 55 2013-12-18T07:58:55Z 2013.9625550164892 3916-06 422.05 -75.1017 123.395 -0.7 3233.0 -3233.7 A 364286 L10 2014-02-14T02:05:00 C..
SPF 2013 12 18 8 8 41 2013-12-18T08:08:41Z 2013.9625735984273 3916-07 393.99 -75.1017 123.395 -1.2 3233.0 -3234.2 A 364287 L10 2014-02-14T02:21:00 ...
SPF 2013 12 18 8 18 50 2013-12-18T08:18:50Z 2013.9625929096906 3916-08 393.65 -75.1017 123.395 0.1 3233.0 -3232.9 A 364288 L10 2014-02-14T02:38:00 ...
SPF 2013 12 18 8 28 50 2013-12-18T08:28:50Z 2013.9626119355657 3916-09 393.73 -75.1017 123.395 -0.1 3233.0 -3233.1 A 364289 L10 2014-02-14T02:54:00 ...
SPF 2013 12 18 8 38 52 2013-12-18T08:38:52Z 2013.9626310248605 3916-10 393.85 -75.1017 123.395 -0.3 3233.0 -3233.3 A 364290 L10 2014-02-14T03:10:00 ...
SPF 2013 12 18 8 48 54 2013-12-18T08:48:54Z 2013.9626501141552 3916-11 393.81 -75.1017 123.395 -0.5 3233.0 -3233.5 A 364291 L10 2014-02-14T03:26:00 ...
SPF 2013 12 18 8 58 51 2013-12-18T08:58:51Z 2013.962669044901 3916-12 393.81 -75.1017 123.395 -0.7 3233.0 -3233.7 A 364292 L10 2014-02-14T03:43:00 ...
SPF 2013 12 18 15 8 51 2013-12-18T15:08:51Z 2013.963373002283 3916-01 393.8 -75.1017 123.395 0.45 3233.0 -3232.55 A 364281 L10 2014-02-14T00:44:00 ...
SPF 2014 1 9 7 8 46 2014-01-09T07:08:46Z 2014.0227335743277 0000-01 393.74 -75.1017 123.395 0.45 3233.0 -3232.55 A 364293 L8 2014-02-18T15:36:00 ...
SPF 2014 1 9 7 28 47 2014-01-09T07:28:47Z 2014.0227716577879 0000-03 394.19 -75.1017 123.395 -0.1 3233.0 -3233.1 A 364294 L8 2014-02-18T15:52:00 ...
SPF 2014 1 9 7 38 47 2014-01-09T07:38:47Z 2014.022790683663 0000-04 394.41 -75.1017 123.395 -0.3 3233.0 -3233.3 A 364295 L8 2014-02-18T16:08:00 ...
SPF 2014 1 9 7 48 46 2014-01-09T07:48:46Z 2014.0228096778285 0000-05 394.77 -75.1017 123.395 -0.5 3233.0 -3233.5 A 364296 L8 2014-02-18T16:24:00 ...
SPF 2014 1 9 7 58 46 2014-01-09T07:58:46Z 2014.0228287037037 0000-06 394.62 -75.1017 123.395 -0.7 3233.0 -3233.7 A 364297 L8 2014-02-18T16:40:00 ...
SPF 2014 1 9 8 8 49 2014-01-09T08:08:49Z 2014.0228478247084 0000-07 393.83 -75.1017 123.395 0.45 3233.0 -3232.55 A 364298 L8 2014-02-18T16:56:00 ...
SPF 2014 1 9 8 28 51 2014-01-09T08:28:51Z 2014.0228859398783 0000-09 393.9 -75.1017 123.395 -0.1 3233.0 -3233.1 A 364299 L8 2014-02-18T17:13:00 ...
SPF 2014 1 9 8 38 47 2014-01-09T08:38:47Z 2014.0229048389142 0000-10 394.01 -75.1017 123.395 -0.3 3233.0 -3233.3 A 364300 L8 2014-02-18T17:29:00 ...
SPF 2014 1 9 8 48 45 2014-01-09T08:48:45Z 2014.0229238013699 0000-11 394.15 -75.1017 123.395 -0.5 3233.0 -3233.5 A 364301 L8 2014-02-18T17:45:00 ...
SPF 2014 1 9 8 58 44 2014-01-09T08:58:44Z 2014.0229427955353 0000-12 394.41 -75.1017 123.395 -0.7 3233.0 -3233.7 A 364302 L8 2014-02-18T18:01:00 ...
