# header_lines : 145
#
# ------------------------------------------------------------->>>>
# DATA SET NAME
#
# dataset_name: co2_mvy_surface-pfp_1_ccgg_event
#
# ------------------------------------------------------------->>>>
# DESCRIPTION
#
# dataset_description: Atmospheric Carbon Dioxide Dry Air Mole Fractions from  NOAA GML Tall Tower and other Continental Sites   2005-Present
#
# ------------------------------------------------------------->>>>
# CITATION
#
# dataset_citation: Andrews, A., Crotwell, A., Crotwell, M., Handley, P., Higgs, J., Kofler, J., Lan, X., Legard, T., Madronich, M., McKain, K., Miller, J., Moglia, E., Mund, J., Neff, D., Newberger, T., Petron, G., Turnbull, J., Vimont, I., Wolter, S., & NOAA Global Monitoring Laboratory. (2023). NOAA Global Greenhouse Gas Reference Network Flask-Air PFP Sample Measurements of CO2 at Tall Tower and other Continental Sites, 2005-Present [Data set]. NOAA GML.  https://doi.org/10.15138/gr3w-qm07 Version: 2023-08-23.
#
# ------------------------------------------------------------->>>>
# FAIR USE POLICY
#
# dataset_fair_use: These data are made freely available to the public and the scientific community in the belief that their wide dissemination will lead to greater understanding and new scientific insights. To ensure that GML receives fair credit for their work please include relevant citation text in publications. We encourage users to contact the data providers, who can provide detailed information about the measurements and scientific insight.  In cases where the data are central to a publication, coauthorship for data providers may be appropriate. 
#
# ------------------------------------------------------------->>>>
# WARNING
#
# dataset_warning: Every effort is made to produce the most accurate and precise measurements possible.  However, we reserve the right to make corrections to the data based on recalibration of standard gases or for other reasons deemed scientifically justified.  We are not responsible for results and conclusions based on use of these data without regard to this warning.
#
# ------------------------------------------------------------->>>>
# GLOBAL ATTRIBUTES
#
# site_code : MVY
# site_name : Marthas Vineyard, Massachusetts
# site_country : United States
# site_country_flag : https://gml.noaa.gov/webdata/ccgg/ObsPack/images/flags/UNST0001.GIF
# site_latitude : 41.325
# site_longitude : -70.5667
# site_elevation : 0.0
# site_elevation_unit : masl
# site_position_comment : This is the nominal location of the site. The sampling location at many sites has changed over time, and we report here the most recent nominal location. The actual sampling location for each observation is not necessarily the site location. The sampling locations for each observation are reported in the latitude, longitude, and altitude variables.
# site_utc2lst : -5.0
# site_utc2lst_comment : Add 'site_utc2lst' hours to convert a time stamp in UTC (Coordinated Universal Time) to LST (Local Standard Time).
# dataset_creation_date : 2023-08-23T12:43:40.384141
# dataset_num : 16
# dataset_name : co2_mvy_surface-pfp_1_ccgg_event
# dataset_parameter : co2
# dataset_parameter_name : Carbon Dioxide
# dataset_parameter_industrial_name : Carbon Dioxide
# dataset_project : surface-pfp
# dataset_platform : fixed
# dataset_selection : event
# dataset_selection_tag : event
# dataset_comment : For more information about these data, please see https://gml.noaa.gov/aftp/data/trace_gases/co2/pfp/README_co2_surface-pfp_ccgg.html
# dataset_calibration_scale : CO2_X2019
# dataset_start_date : 2007-04-27T19:50:40Z
# dataset_stop_date : 2011-03-04T18:22:52Z
# dataset_usage_description : Please cite the product's citation when using data from this dataset. Relevant literature references for this dataset are listed below for convenience.
# dataset_provider_license : These data were produced by NOAA and are not subject to copyright protection in the United States. NOAA waives any potential copyright and related rights in these data worldwide through the Creative Commons Zero 1.0 Universal Public Domain Dedication (CC0-1.0).
# dataset_reference_total_listed : 1
# dataset_reference_1_name : Conway, T.J., P.P. Tans, L.S. Waterman, K.W. Thoning, D.R. Kitzis, K.A. Masarie, and N. Zhang, Evidence for interannual variability of the carbon cycle from the NOAA/GMD global air sampling network, J. Geophys. Res.,99,22831 22855, 1994.
# dataset_contribution : These data are provided by NOAA. Principal investigators include Colm Sweeney (NOAA).
# lab_total_listed : 1
# lab_1_number : 1
# lab_1_abbr : NOAA
# lab_1_name : NOAA Global Monitoring Laboratory
# lab_1_address1 : 325 Broadway
# lab_1_address2 : NOAA R/GML-1
# lab_1_address3 : Boulder, CO 80305-3328
# lab_1_country : United States
# lab_1_url : https://gml.noaa.gov/ccgg/
# lab_1_parameter : Lab has contributed measurements for: co2
# lab_1_country_flag : https://gml.noaa.gov/webdata/ccgg/ObsPack/images/flags/UNST0001.GIF
# lab_1_logo : https://gml.noaa.gov/webdata/ccgg/ObsPack/images/logos/noaa_medium.png
# lab_1_ongoing_atmospheric_air_comparison : T
# provider_total_listed : 1
# provider_1_name : Colm Sweeney
# provider_1_address1 : NOAA GML
# provider_1_address2 : 325 Broadway R/GML-1
# provider_1_address3 : Boulder, CO 80305-3328
# provider_1_country : United States
# provider_1_affiliation : National Oceanic and Atmospheric Administration
# provider_1_email : colm.sweeney@noaa.gov
# provider_1_tel : 303-497-4771
# provider_1_parameter : Provider has contributed measurements for: co2
# ------------------------------------------------------------->>>>
# VARIABLE ATTRIBUTES
#
# site_code:long_name : site_name_abbreviation.
# site_code:comment : Site code is an abbreviation for the sampling site name.
# time_components:_FillValue : -9
# time_components:long_name : integer_components_of_UTC_date/time
# time_components:order : year, month, day, hour, minute, second
# time_components:comment : Calendar time components as integers. Times and dates are UTC. Time-averaged values are reported at the start of the averaging interval.
# datetime:long_name : air_sample_date_and_time_in_UTC
# datetime:comment : Air sample date and time in UTC ISO 8601 format. Time-averaged values are reported at the start of the averaging interval.
# time_decimal:_FillValue : -999.999
# time_decimal:long_name : sample_decimal_year_in_UTC
# time_decimal:comment : decimal year in UTC. Time-averaged values are reported at the start of the averaging interval.
# air_sample_container_id:long_name : Air_Sample_Container_ID
# air_sample_container_id:comment : ID of air sample container. See provider_comment if available.
# value:_FillValue : -999.999
# value:long_name : measured_mole_fraction_of_trace_gas_in_dry_air
# value:units : micromol mol-1
# value:comment : Mole fraction reported in units of micromol mol-1 (10-6 mol per mol of dry air); abbreviated as ppm (parts per million).
# value:scale_comment : CO2_X2019
# latitude:_FillValue : -999.999
# latitude:standard_name : latitude
# latitude:long_name : sample_latitude_in_decimal_degrees
# latitude:units : degrees_north
# latitude:comment : Latitude at which air sample was collected.
# longitude:_FillValue : -999.999
# longitude:standard_name : longitude
# longitude:long_name : sample_longitude_in_decimal_degrees
# longitude:units : degrees_east
# longitude:comment : Longitude at which air sample was collected using a range of -180 degrees to +180 degrees.
# altitude:_FillValue : -999.999
# altitude:standard_name : altitude
# altitude:long_name : sample_altitude_in_meters_above_sea_level
# altitude:units : m
# altitude:comment : Altitude (in meters above sea level). See provider_comment if available.
# altitude:provider_comment : Altitude for this dataset is the sum of surface elevation (masl) and sample intake height (magl).
# elevation:_FillValue : -999.999
# elevation:standard_name : elevation
# elevation:long_name : surface_elevation_in_meters_above_sea_level
# elevation:units : m
# elevation:comment : Surface elevation in meters above sea level. See provider_comment if available.
# intake_height:_FillValue : -999.999
# intake_height:long_name : sample_intake_height_in_meters_above_ground_level
# intake_height:units : m
# intake_height:comment : Sample intake height in meters above ground level (magl). See provider_comment if available.
# method:long_name : air_sample_collection_method
# method:comment : Air sample collection method. See provider_comment if available.
# method:provider_comment : A single-character code is used to identify the sample collection method. The codes are: A - The automated or manual filling of a whole air sample using the Programmable Flask Package (PFP) and Programmable Compressor Package (PCP)air sampling devices. The air sample is contained in a 0.7 liter borosilicate glass container (flask) fitted with two Glass Expansion high vacuum glass piston valves sealed with PTFE O-rings. The flasks are typically flushed with 10 liters (aircraft samples) or 75 liters (tower samples) of ambient air and then pressurized to 40 psia. Air is delivered through an intake tube using two diaphragm pumps connected in series and controlled with a microprocessor. The flow rate is approximately 15 L/min at sea level. See Sweeney et al. 2015 and Andrews et al. 2014 for more details. C - Air samples are collected as with method 'A', but the sample air is dried before sample collection. Flasks are not pre-filled with ambient air before flushing and collecting the air sample. I - Air is sampled from a 15L spherical stainless steel mixing volume after being filled with ambient air that was pulled through an M&C Techgroup Model ECP 20-2 gas chiller using an integrating compressor and mass flow controller. The two stainless steel dryer traps are plumbed in series, held at approximately 5 degrees C and the condensed water is removed with a peristaltic pump. Prior to sample collection, an additional glass conditioning step known as "prefilling" occurs where the glass containers are flushed and filled with ambient air and then vented and flushed immediately before air sample collection. This is a glass conditioning step that addresses glass wall effects of the gases of interest. After 'prefilling', the integration starts with a high flow rate of 3.8 SLM and decreases over time to 0.29 SLM over 1 hour. The resulting one hour time averaged ambient air sample is compressed into a 0.75 liter borosilicate glass container (flask) fitted with 2 Glass Expansion high vacuum glass valves and PTFE O-rings. The flask is typically filled to 40 psia. (See Turnbull, J.C., Guenther, D., Karion, A., Sweeney, C., Anderson, E., Andrews, A.E., Kofler, J., Miles, N.L., Newberger, T., Richardson, S.J., Tans, P.P., 2012. An integrated flask sample collection system for greenhouse gas measurements. Atmos. Meas. Tech. 5, 2321-2327.) B - Air samples are collected as with method 'R', but with an additional drying step using one of several techniques. In one method, e.g. site=ACT, air samples were dried with a two-stage chiller cooled to 5 degrees C; those taken below 3000 m MSL were also pressurized to 40 psia to further facilitate air sample drying (Baier et al. 2019). At tower sampling sites, M&C chillers with temperatures set to approximately 3 degrees C and sub-ambient pressure due to high flow are used (Andrew et al. 2014). At CRV tower, a two-stage chiller set to -26 degrees C is used. R - Air samples are collected as with method 'A', but with an additional glass conditioning step known as "prefilling". During prefilling, the glass containers are flushed and filled with ambient air and then vented and flushed immediately before air sample collection. This is a glass conditioning step that addresses glass wall effects of the gasses of interest (Andrews et al. 2014). X - Testing method for pfp drying experiments. CP-> chiller pressurized
# event_number:long_name : Unique_Air_Sample_Event_Number
# event_number:comment : Identifies each discrete air sample collected at some time and location with a unique sample event number.  The event number (reported as a string) can be used to relate measurements of different trace gases and isotopes from the same sample.
# instrument:long_name : instrument_ID_to_detect_atmospheric_parameter
# instrument:comment : Instrument ID used to detect atmospheric parameter. See provider_comment if available.
# analysis_datetime:long_name : air_sample_measurement_date_and_time_in_LT
# analysis_datetime:comment : Air sample measurement date and time in LT. See provider_comment if available.
# qcflag:long_name : quality_control_flag
# qcflag:comment : This quality control flag is provided by the contributing PIs. See provider_comment if available.
# qcflag:provider_comment : This is the NOAA 3-character quality control flag.  Column 1 is the REJECTION flag. An alphanumeric other than a period (.) in the FIRST column indicates a sample with obvious problems during collection or analysis. This measurement should not be interpreted. Column 2 is the SELECTION flag. An alphanumeric other than a period (.) in the SECOND column indicates a sample that is likely valid but does not meet selection criteria determined by the goals of a particular investigation. For example, it might not have been obtained during 'background' conditions.  Column 3 is the INFORMATION flag. An alphanumeric other than a period (.) in the THIRD column provides additional information about the collection or analysis of the sample. A P in the 3rd column of the QC flag indicates the measurement result is preliminary and has not yet been carefully examined by the PI.  The P flag is removed once the quality of the measurement has been determined.
#
# VARIABLE ORDER
#
site_code year month day hour minute second datetime time_decimal air_sample_container_id value latitude longitude altitude elevation intake_height method event_number instrument analysis_datetime qcflag
MVY 2007 4 27 19 50 40 2007-04-27T19:50:40Z 2007.3200735667174 3143-12 348.94 41.325 -70.5667 16.0 0.0 16.0 A 242011 L3 2007-09-21T06:33:00 C..
MVY 2007 9 6 1 49 21 2007-09-06T01:49:21Z 2007.6796601027397 3143-01 374.24 41.325 -70.5667 16.0 0.0 16.0 A 242000 L3 2007-09-21T03:50:00 C..
MVY 2007 9 6 1 54 32 2007-09-06T01:54:32Z 2007.6796699644851 3143-02 374.23 41.325 -70.5667 16.0 0.0 16.0 A 242001 L3 2007-09-21T04:05:00 C..
MVY 2007 9 7 17 55 4 2007-09-07T17:55:04Z 2007.684237189244 3143-03 374.07 41.325 -70.5667 16.0 0.0 16.0 A 242002 L3 2007-09-21T04:20:00 C..
MVY 2007 9 7 18 48 32 2007-09-07T18:48:32Z 2007.6843389142566 3143-04 374.0 41.325 -70.5667 16.0 0.0 16.0 A 242003 L3 2007-09-21T04:35:00 C..
MVY 2007 9 7 21 37 9 2007-09-07T21:37:09Z 2007.6846597222222 3143-05 374.38 41.325 -70.5667 16.0 0.0 16.0 A 242004 L3 2007-09-21T04:49:00 C..
MVY 2007 9 7 21 40 14 2007-09-07T21:40:14Z 2007.6846655885338 3143-06 374.33 41.325 -70.5667 16.0 0.0 16.0 A 242005 L3 2007-09-21T05:04:00 C..
MVY 2007 9 8 2 5 49 2007-09-08T02:05:49Z 2007.685170884069 3143-07 374.88 41.325 -70.5667 16.0 0.0 16.0 A 242006 L3 2007-09-21T05:19:00 C..
MVY 2007 9 8 2 22 44 2007-09-08T02:22:44Z 2007.685203069508 3143-08 375.05 41.325 -70.5667 16.0 0.0 16.0 A 242007 L3 2007-09-21T05:34:00 C..
MVY 2007 9 8 3 13 59 2007-09-08T03:13:59Z 2007.6853005771181 3143-09 375.19 41.325 -70.5667 16.0 0.0 16.0 A 242008 L3 2007-09-21T05:48:00 C..
MVY 2007 9 8 3 31 49 2007-09-08T03:31:49Z 2007.6853345065956 3143-10 375.21 41.325 -70.5667 16.0 0.0 16.0 A 242009 L3 2007-09-21T06:03:00 C..
MVY 2007 9 8 3 45 58 2007-09-08T03:45:58Z 2007.685361428209 3143-11 375.26 41.325 -70.5667 16.0 0.0 16.0 A 242010 L3 2007-09-21T06:18:00 C..
MVY 2007 10 22 17 38 8 2007-10-22T17:38:08Z 2007.8074926433283 3903-01 387.72 41.325 -70.5667 16.0 0.0 16.0 A 244524 L3 2007-11-06T20:42:00 C..
MVY 2007 10 22 17 40 36 2007-10-22T17:40:36Z 2007.8074973363775 3903-02 387.87 41.325 -70.5667 16.0 0.0 16.0 A 244525 L3 2007-11-06T20:57:00 C..
MVY 2007 10 24 19 44 40 2007-10-24T19:44:40Z 2007.8132128361237 3903-03 397.42 41.325 -70.5667 16.0 0.0 16.0 A 244526 L3 2007-11-06T21:12:00 ...
MVY 2007 10 24 19 47 17 2007-10-24T19:47:17Z 2007.813217814561 3903-04 397.18 41.325 -70.5667 16.0 0.0 16.0 A 244527 L3 2007-11-06T21:27:00 ...
MVY 2007 10 25 21 48 46 2007-10-25T21:48:46Z 2007.8161886732623 3903-05 386.5 41.325 -70.5667 16.0 0.0 16.0 A 244528 L3 2007-11-06T21:42:00 ...
MVY 2007 10 25 22 44 10 2007-10-25T22:44:10Z 2007.8162940766108 3903-06 386.18 41.325 -70.5667 16.0 0.0 16.0 A 244529 L3 2007-11-06T21:57:00 ...
MVY 2007 10 26 17 31 33 2007-10-26T17:31:33Z 2007.81843902207 3903-07 385.56 41.325 -70.5667 16.0 0.0 16.0 A 244530 L3 2007-11-06T22:12:00 ...
MVY 2007 10 26 17 38 34 2007-10-26T17:38:34Z 2007.8184523718924 3903-08 385.88 41.325 -70.5667 16.0 0.0 16.0 A 244531 L3 2007-11-06T22:27:00 ...
MVY 2007 10 26 20 21 37 2007-10-26T20:21:37Z 2007.8187625887874 3903-09 385.35 41.325 -70.5667 16.0 0.0 16.0 A 244532 L3 2007-11-06T22:42:00 ...
MVY 2007 10 27 0 22 19 2007-10-27T00:22:19Z 2007.8192205416033 3903-10 385.42 41.325 -70.5667 16.0 0.0 16.0 A 244533 L3 2007-11-06T22:57:00 ...
MVY 2008 1 25 3 40 0 2008-01-25T03:40:00Z 2008.065991196114 3143-01 397.79 41.325 -70.5667 16.0 0.0 16.0 A 250419 L8 2008-03-04T06:15:00 ...
MVY 2008 1 25 3 44 0 2008-01-25T03:44:00Z 2008.065998785671 3143-02 397.31 41.325 -70.5667 16.0 0.0 16.0 A 250420 L8 2008-03-04T06:31:00 ...
MVY 2008 1 25 23 6 0 2008-01-25T23:06:00Z 2008.0682035519126 3143-03 394.46 41.325 -70.5667 16.0 0.0 16.0 A 250421 L8 2008-03-04T06:47:00 ...
MVY 2008 1 25 23 12 0 2008-01-25T23:12:00Z 2008.0682149362476 3143-04 394.01 41.325 -70.5667 16.0 0.0 16.0 A 250422 L8 2008-03-04T07:03:00 ...
MVY 2008 1 28 19 8 0 2008-01-28T19:08:00Z 2008.0759486945963 3143-05 392.13 41.325 -70.5667 16.0 0.0 16.0 A 250423 L8 2008-03-04T07:19:00 ...
MVY 2008 1 28 19 14 0 2008-01-28T19:14:00Z 2008.0759600789313 3143-06 392.32 41.325 -70.5667 16.0 0.0 16.0 A 250424 L8 2008-03-04T07:35:00 ...
MVY 2008 2 1 2 14 0 2008-02-01T02:14:00Z 2008.0849537037036 3143-07 398.89 41.325 -70.5667 16.0 0.0 16.0 A 250425 L8 2008-03-04T07:50:00 ...
MVY 2008 2 1 16 34 0 2008-02-01T16:34:00Z 2008.0865854584092 3143-08 392.5 41.325 -70.5667 16.0 0.0 16.0 A 250426 L8 2008-03-04T08:06:00 ...
MVY 2008 2 1 21 23 0 2008-02-01T21:23:00Z 2008.0871338038858 3143-09 392.43 41.325 -70.5667 16.0 0.0 16.0 A 250427 L8 2008-03-04T08:22:00 ...
MVY 2008 2 1 21 50 0 2008-02-01T21:50:00Z 2008.087185033394 3143-10 391.79 41.325 -70.5667 16.0 0.0 16.0 A 250428 L8 2008-03-04T08:38:00 ...
MVY 2008 2 1 22 57 0 2008-02-01T22:57:00Z 2008.08731215847 3143-11 390.66 41.325 -70.5667 16.0 0.0 16.0 A 250429 L8 2008-03-04T08:54:00 ...
MVY 2008 2 2 0 48 0 2008-02-02T00:48:00Z 2008.0875227686704 3143-12 388.59 41.325 -70.5667 16.0 0.0 16.0 A 250430 L8 2008-03-04T09:10:00 ...
MVY 2008 4 29 15 32 18 2008-04-29T15:32:18Z 2008.326905547966 3026-01 391.05 41.325 -70.5667 16.0 0.0 16.0 A 254841 L8 2008-05-23T01:25:00 ...
MVY 2008 4 29 15 38 0 2008-04-29T15:38:00Z 2008.3269163630844 3026-02 389.1 41.325 -70.5667 16.0 0.0 16.0 A 254842 L8 2008-05-23T01:41:00 ...
MVY 2008 4 30 18 39 31 2008-04-30T18:39:31Z 2008.3299930112832 3026-03 395.01 41.325 -70.5667 16.0 0.0 16.0 A 254843 L8 2008-05-23T01:57:00 ...
MVY 2008 4 30 18 42 3 2008-04-30T18:42:03Z 2008.3299978180025 3026-04 394.8 41.325 -70.5667 16.0 0.0 16.0 A 254844 L8 2008-05-23T02:13:00 ...
MVY 2008 5 1 20 38 10 2008-05-01T20:38:10Z 2008.332950376948 3026-05 393.02 41.325 -70.5667 16.0 0.0 16.0 A 254845 L8 2008-05-23T02:28:00 ...
MVY 2008 5 1 20 41 16 2008-05-01T20:41:16Z 2008.3329562588544 3026-06 393.17 41.325 -70.5667 16.0 0.0 16.0 A 254846 L8 2008-05-23T02:44:00 ...
MVY 2008 5 2 12 31 38 2008-05-02T12:31:38Z 2008.3347594742968 3026-07 393.12 41.325 -70.5667 16.0 0.0 16.0 A 254847 L8 2008-05-23T03:00:00 ...
MVY 2008 5 2 12 33 55 2008-05-02T12:33:55Z 2008.3347638066687 3026-08 392.96 41.325 -70.5667 16.0 0.0 16.0 A 254848 L8 2008-05-23T03:16:00 ...
MVY 2008 5 2 12 48 18 2008-05-02T12:48:18Z 2008.3347910974499 3026-09 393.14 41.325 -70.5667 16.0 0.0 16.0 A 254849 L8 2008-05-23T03:32:00 ...
MVY 2008 5 2 12 55 2 2008-05-02T12:55:02Z 2008.3348038732038 3026-10 393.2 41.325 -70.5667 16.0 0.0 16.0 A 254850 L8 2008-05-23T03:48:00 ...
MVY 2008 5 20 17 37 59 2008-05-20T17:37:59Z 2008.3845210673446 3158-01 390.18 41.325 -70.5667 16.0 0.0 16.0 A 257493 L8 2008-07-11T00:15:00 ...
MVY 2008 6 2 15 2 49 2008-06-02T15:02:49Z 2008.4197457814714 3158-03 398.75 41.325 -70.5667 16.0 0.0 16.0 A 257494 L8 2008-07-11T00:31:00 ...
MVY 2008 6 2 22 56 41 2008-06-02T22:56:41Z 2008.4206448909633 3158-05 396.16 41.325 -70.5667 16.0 0.0 16.0 A 257496 L8 2008-07-11T00:47:00 ...
MVY 2008 6 3 20 48 15 2008-06-03T20:48:15Z 2008.4231334433819 3158-07 391.59 41.325 -70.5667 16.0 0.0 16.0 A 257498 L8 2008-07-11T01:03:00 ...
MVY 2008 6 9 17 46 58 2008-06-09T17:46:58Z 2008.4391829209674 3158-09 416.01 41.325 -70.5667 16.0 0.0 16.0 A 257500 L8 2008-07-11T01:19:00 C..
MVY 2008 6 17 23 37 22 2008-06-17T23:37:22Z 2008.4617056896377 3158-11 400.0 41.325 -70.5667 16.0 0.0 16.0 A 257502 L8 2008-07-11T01:34:00 C..
MVY 2008 7 14 14 41 30 2008-07-14T14:41:30Z 2008.5344594338192 3115-01 377.57 41.325 -70.5667 16.0 0.0 16.0 A 259631 L8 2008-08-18T19:29:00 C..
MVY 2008 7 14 15 25 5 2008-07-14T15:25:05Z 2008.5345421283646 3115-02 377.48 41.325 -70.5667 16.0 0.0 16.0 A 259632 L8 2008-08-18T19:45:00 C..
MVY 2008 7 16 23 21 53 2008-07-16T23:21:53Z 2008.540911284406 3115-05 374.39 41.325 -70.5667 16.0 0.0 16.0 A 259635 L8 2008-08-18T20:33:00 ...
MVY 2008 7 16 23 25 50 2008-07-16T23:25:50Z 2008.5409187790933 3115-06 374.71 41.325 -70.5667 16.0 0.0 16.0 A 259636 L8 2008-08-18T20:49:00 ...
MVY 2008 7 23 22 50 11 2008-07-23T22:50:11Z 2008.5599768202287 3115-03 382.3 41.325 -70.5667 16.0 0.0 16.0 A 259633 L8 2008-08-18T20:01:00 C..
